Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
149,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.23 profile.json,26032018,38234.486136569154,0.001523203889,76.912,24.011,46.019,44.984
150,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.24 profile(1).json,26128977,38179.315400740204,0.0015516875,79.582,26.854,44.123,43.04
151,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.24 profile(2).json,26365949,26934.49843293921,0.0015832211109999999,81.223,28.798,43.227,49.305
152,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.24 profile.json,26455484,34206.06603589556,0.00159027,82.079,33.62,41.712,49.31
153,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.25 profile(1).json,25624362,49581.539514395794,0.001451850833,73.991,32.508,42.525,41.803
154,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.25 profile(2).json,27044039,38296.420116540736,0.001699866667,87.065,31.307,41.596,48.099
155,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.25 profile(3).json,27191112,33420.1453084619,0.0017087625,88.247,19.369,40.175,53.37
156,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.25 profile.json,25932343,41642.29810742296,0.0016377313879999999,83.264,26.441,40.981,47.494
157,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.26 profile(1).json,25605281,33120.294044428265,0.001549467777,80.438,24.564,36.177,45.593
158,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.26 profile(2).json,27271064,32496.632691996696,0.001552941389,79.206,23.466,45.701,46.33
159,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.26 profile.json,25333156,35970.584399430445,0.001634884722,83.17,27.451,48.574,47.559
160,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.27 profile(1).json,25949332,28217.784283910823,0.001633156388,84.668,27.616,44.206,48.516
161,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.27 profile(2).json,26837352,18387.395181777516,0.001553890278,79.16,25.364,34.928,41.714
162,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.27 profile.json,25769402,36590.6581115032,0.001648474167,84.938,24.308,50.521,42.016
163,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.28 profile(1).json,23862055,25444.481613756045,0.001609891667,82.342,19.989,37.12,43.716
164,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.28 profile(2).json,25558099,31322.615356263144,0.0015675305559999999,81.313,22.715,43.802,44.038
165,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.28 profile(3).json,25639871,33644.97903259811,0.001548485,80.019,28.431,37.892,48.786
166,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.28 profile.json,26501203,40114.53196168615,0.001569021666,80.925,22.574,44.839,43.965
167,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.29 profile(1).json,25693564,18787.759669516727,0.0016242774999999999,82.829,21.144,43.159,49.563
168,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.29 profile(2).json,27149124,25167.698049880226,0.001580713334,81.029,25.536,34.685,50.885
169,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.29 profile.json,25831738,29602.407563866167,0.001443886945,73.733,22.023,35.082,43.188
170,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.30 profile(1).json,25109626,34220.02460302249,0.001548518889,79.165,33.358,47.214,45.025
171,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.30 profile(2).json,27467209,34244.51367987767,0.001642374167,82.959,23.682,36.945,46.084
172,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.30 profile.json,27401287,22647.106242098762,0.001696986111,87.621,24.937,44.876,51.624
173,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.31 profile(1).json,26628215,32370.023324672773,0.001621956112,81.952,24.528,41.142,51.515
174,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.31 profile(2).json,25535529,38843.26737562319,0.001709033611,87.354,25.834,48.314,47.326
175,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.31 profile(3).json,26098549,25539.86115640896,0.001416081111,71.458,25.411,36.364,43.576
176,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.31 profile.json,25335893,37291.56139280489,0.001512833889,78.08,19.743,42.278,41.68
177,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.32 profile(1).json,26805819,43672.70244725905,0.001475657778,74.758,31.855,32.711,46.3
