Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
381,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.34 profile(2).json,23721274,27121.754918579743,0.0016254975,84.238,58.465,46.177,54.246
382,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.34 profile.json,23708344,35379.95704761996,0.001655963611,85.874,30.055,47.454,56.775
383,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.35 profile(1).json,23918071,29828.611606493203,0.001741228056,89.59,30.92,57.407,53.984
384,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.35 profile(2).json,23555905,28894.777715508448,0.0015609391659999999,79.782,31.818,49.956,55.803
385,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.35 profile(3).json,24542101,24918.972415390082,0.001556279444,80.282,30.47,46.483,47.497
386,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.35 profile.json,23126505,39967.13648035947,0.0015300325,77.994,29.739,47.881,50.205
387,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.36 profile(1).json,24156024,26809.82922007411,0.00153293,77.828,29.955,50.681,50.393
388,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.36 profile(2).json,24570355,27156.274091581574,0.001716794167,86.432,31.981,43.972,52.209
389,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.36 profile.json,24719612,32495.69370565928,0.001680719445,85.905,26.219,41.546,55.382
390,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.37 profile(1).json,23549362,27571.2268872677,0.001662944722,84.208,25.85,47.211,50.769
391,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.37 profile(2).json,25707851,23479.530585557048,0.001778895556,91.084,28.946,48.454,56.52
392,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.37 profile.json,22435248,30892.794441396567,0.001580781111,81.177,28.529,49.698,50.275
393,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.38 profile(1).json,22437261,28323.227789988712,0.001577765,82.986,54.027,47.074,49.385
394,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.38 profile(2).json,22897133,30482.971936659193,0.001590151389,82.078,31.944,41.762,51.772
395,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.38 profile(3).json,22861225,32412.60325680383,0.001490806111,74.723,25.85,45.694,39.415
396,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.38 profile.json,24659469,23540.512631790247,0.001688513889,87.3,33.639,48.007,56.773
397,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.39 profile(1).json,24610068,28842.388354879353,0.001520001389,77.166,30.448,47.313,47.193
398,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.39 profile(2).json,24104443,39845.29781561467,0.0016768899999999999,86.088,27.495,49.471,59.228
399,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.39 profile.json,24137490,21515.62745519203,0.001629699723,82.371,51.9,44.27,52.673
400,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.40 profile(1).json,22641090,19383.919085937287,0.001514968889,77.518,32.576,42.328,52.923
401,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.40 profile(2).json,24692476,24523.37037332448,0.001691902777,85.609,29.162,47.163,55.442
402,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.40 profile.json,22584933,17441.47435785833,0.001694783333,88.16,54.19,42.869,53.863
403,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.41 profile(1).json,22555265,16142.564680343663,0.0016642155549999999,86.088,54.375,50.191,53.477
404,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.41 profile(2).json,24593345,20006.86932626933,0.001550043888,79.015,50.738,37.577,54.854
405,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.41 profile(3).json,23630585,21102.723509867305,0.001573681389,82.043,29.432,49.371,50.153
406,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.41 profile.json,23458181,29744.049428640832,0.001735738056,88.666,32.574,50.266,62.273
407,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.42 profile(1).json,23701484,16685.102569982744,0.001584796944,80.794,27.91,50.629,53.698
408,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.42 profile(2).json,24424907,25202.869985850808,0.001659708333,84.108,28.013,46.434,50.89
409,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.42 profile.json,22806429,30810.314340506375,0.001770558889,92.033,50.362,56.159,61.086
410,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.43 profile(1).json,23533454,36081.21255509243,0.001760883612,91.02,29.337,50.587,58.949
411,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.43 profile(2).json,23042613,27120.832922502686,0.001721657222,89.68,58.514,51.28,53.86
412,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.43 profile.json,23711284,28213.18486823632,0.001605469167,82.335,27.636,51.96,53.299
413,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.44 profile(1).json,22986657,36463.39654896598,0.001525643889,77.987,25.04,43.751,48.153
414,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.44 profile(2).json,23102702,21509.707829441923,0.001665554166,87.131,55.163,46.102,52.975
415,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.44 profile(3).json,23151969,20693.548388127496,0.001425637777,73.692,28.392,41.644,50.315
416,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.44 profile.json,24380337,36678.30192631738,0.001724995278,89.07,28.978,47.722,56.169
417,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.45 profile(1).json,23488532,27337.80707723955,0.001599775833,81.676,28.43,50.839,50.749
418,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.45 profile(2).json,23872781,39984.638682608485,0.001745108333,90.189,59.077,47.101,58.009
419,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.45 profile.json,25227859,41032.68752098443,0.001671738889,86.262,27.585,42.649,55.027
420,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.46 profile(1).json,24138533,29501.92273419334,0.0016438991669999999,85.481,31.838,54.697,58.455
421,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.46 profile(2).json,23697887,29900.52037649204,0.001672077778,85.971,33.434,50.465,56.947
422,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.46 profile.json,25083891,29271.09283321258,0.001506259444,77.348,29.393,50.141,48.248
423,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.47 profile(1).json,23371713,28627.205840933308,0.001813123333,93.104,52.4,50.174,58.461
424,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.47 profile(2).json,24649043,32024.138705488578,0.001650016111,85.21,28.17,42.447,50.979
425,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.47 profile(3).json,23924563,31890.881804033055,0.001456747778,73.039,29.432,43.366,45.772
426,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.47 profile.json,24725035,28341.87576871751,0.001645390277,84.015,26.98,49.527,58.483
